Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
611,1614.1,6764.5,121.0,198,979,24,
612,1616.7,6775.4,119.8,204,1000,24,
613,1619.3,6786.3,119.2,207,1011,24,
614,1621.9,6797.2,118.6,210,1022,24,
615,1624.4,6808.2,118.3,211,1027,24,
616,1626.5,6816.7,118.3,211,1027,24,
617,1629.1,6827.6,118.7,209,1020,24,
618,1631.7,6838.6,118.9,208,1016,24,
619,1634.2,6849.6,118.0,213,1033,24,
620,1636.8,6860.7,117.7,215,1038,23,
621,1639.4,6871.9,116.0,224,1071,24,
622,1642.0,6882.9,117.9,214,1034,23,
623,1644.5,6893.8,118.8,209,1018,24,
624,1647.1,6904.7,118.3,211,1027,24,
625,1649.2,6913.3,118.3,211,1027,24,
626,1651.8,6924.3,117.9,214,1034,24,
627,1654.4,6935.5,117.5,216,1042,24,
628,1656.9,6946.5,116.3,222,1065,24,
629,1659.5,6957.5,117.7,215,1038,24,
630,1662.1,6968.4,117.9,214,1034,24,
631,1664.7,6979.4,118.2,212,1029,23,
632,1667.2,6990.4,118.1,212,1031,24,
633,1669.8,7001.4,117.8,214,1036,24,
634,1672.4,7012.2,120.4,201,990,23,
635,1674.4,7020.5,120.4,201,990,23,
636,1677.0,7031.3,120.1,202,995,24,
637,1679.6,7042.4,119.6,205,1004,23,
638,1682.2,7054.0,117.4,216,1044,24,
639,1684.3,7063.1,112.8,244,1139,26,
640,1686.8,7074.8,112.1,248,1155,26,
641,1688.9,7083.8,112.1,248,1155,26,
642,1691.5,7095.3,113.1,242,1132,26,
643,1693.5,7104.4,112.9,243,1137,26,
644,1696.1,7116.0,112.2,248,1152,26,
645,1698.2,7125.0,112.8,244,1139,26,
646,1700.8,7136.4,113.9,237,1115,26,
647,1702.8,7145.4,114.1,236,1110,26,
648,1705.4,7156.8,114.3,234,1106,26,
649,1708.0,7168.2,114.9,231,1094,26,
650,1710.0,7177.2,114.9,231,1094,26,
651,1712.6,7188.8,112.7,245,1141,26,
652,1714.7,7197.9,112.7,245,1141,26,
653,1716.7,7207.0,112.4,246,1148,26,
654,1719.3,7218.7,112.3,247,1150,26,
655,1721.4,7227.7,112.4,246,1148,26,
656,1723.9,7239.2,113.8,237,1117,26,
657,1726.0,7248.1,113.8,237,1117,26,
658,1728.6,7259.6,113.9,237,1115,25,
659,1730.6,7268.7,113.3,241,1128,26,
660,1733.2,7280.4,112.7,245,1141,27,
661,1735.3,7289.5,112.7,245,1141,27,
662,1737.4,7298.7,112.2,248,1152,26,
663,1739.9,7310.4,112.3,247,1150,26,
664,1742.0,7319.5,112.3,247,1150,26,
665,1744.1,7329.2,111.0,256,1180,26,
666,1746.6,7341.7,105.0,302,1340,27,
667,1748.7,7351.4,105.0,302,1340,27,
668,1750.8,7361.0,105.8,296,1317,26,
669,1753.3,7373.1,109.1,270,1227,27,
670,1755.4,7382.4,109.1,270,1227,27,
671,1758.0,7394.6,107.9,279,1258,27,
672,1760.0,7404.2,106.6,289,1294,28,
673,1762.1,7413.7,106.6,289,1294,28,
674,1764.1,7423.3,107.0,286,1283,27,
675,1766.7,7435.6,107.1,285,1280,27,
676,1768.8,7445.0,107.1,285,1280,27,
677,1770.8,7454.7,107.0,286,1283,27,
678,1773.4,7467.0,107.1,285,1280,27,
679,1775.4,7476.4,107.1,285,1280,27,
680,1778.0,7488.5,108.0,278,1256,26,
681,1780.1,7497.8,108.0,278,1256,26,
682,1782.1,7507.2,108.2,276,1250,26,
683,1784.7,7519.3,108.6,273,1240,26,
684,1786.7,7528.8,108.5,274,1243,27,
685,1789.3,7541.0,107.4,283,1272,26,
686,1791.4,7550.4,107.5,282,1269,26,
687,1794.0,7562.6,107.5,282,1269,26,
688,1796.0,7572.0,107.5,282,1269,26,
689,1798.6,7584.1,109.0,270,1230,26,
